2016-06-11 13:21:46.812978, 255, 255, 255, 115, 90, 255
2016-06-11 13:21:47.030487, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.181571, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.197574, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.214576, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.232903, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.246686, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.263631, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.279965, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.296612, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.316243, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.338515, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.349349, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.365391, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.386468, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.398891, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.414798, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.437973, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.449030, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.464641, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.480926, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.496781, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.513605, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.533208, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.549293, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.566308, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.582410, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.604552, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.615486, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.633874, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.649249, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.665927, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.681619, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.697673, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.713620, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.731765, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.749305, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.767270, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.783290, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.806225, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.816380, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.832425, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.849566, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.865530, 255, 255, 123, 116, 144, 135
2016-06-11 13:21:47.881556, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.905037, 255, 191, 123, 116, 144, 135
2016-06-11 13:21:47.918816, 255, 191, 123, 116, 144, 135
