2016-05-23 22:23:49.354523, 247, 255, 110, 118, 140, 121
2016-05-23 22:23:49.369970, 247, 255, 111, 118, 140, 121
2016-05-23 22:23:49.385779, 247, 255, 115, 118, 140, 121
2016-05-23 22:23:49.402785, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.418933, 247, 255, 118, 118, 140, 121
2016-05-23 22:23:49.439505, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.455462, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.471508, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.488618, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.504547, 255, 255, 118, 118, 140, 121
2016-05-23 22:23:49.521569, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.540074, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.554273, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.570894, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.587228, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.603852, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.619852, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.636377, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.652890, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.673933, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.688570, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.705572, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.721761, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.738674, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.754699, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.770800, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.787889, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.803835, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.820856, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.836795, 247, 255, 117, 118, 140, 121
2016-05-23 22:23:49.852793, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.869813, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.890236, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.906791, 255, 255, 117, 118, 140, 121
2016-05-23 22:23:49.922449, 255, 255, 117, 118, 140, 123
2016-05-23 22:23:49.938544, 255, 255, 117, 118, 140, 122
2016-05-23 22:23:49.955669, 255, 255, 117, 118, 140, 122
2016-05-23 22:23:49.971692, 255, 255, 117, 118, 140, 122
2016-05-23 22:23:49.988807, 255, 255, 117, 118, 140, 122
2016-05-23 22:23:50.005515, 255, 255, 117, 118, 140, 122
2016-05-23 22:23:50.020874, 255, 255, 117, 118, 140, 122
2016-05-23 22:23:50.037794, 255, 255, 117, 118, 140, 122
2016-05-23 22:23:50.053812, 255, 255, 117, 118, 140, 122
2016-05-23 22:23:50.071033, 255, 255, 117, 118, 139, 123
2016-05-23 22:23:50.086793, 255, 255, 117, 118, 139, 122
2016-05-23 22:23:50.102814, 255, 255, 117, 118, 139, 122
2016-05-23 22:23:50.123339, 255, 255, 117, 118, 141, 122
2016-05-23 22:23:50.140269, 255, 255, 117, 118, 141, 122
2016-05-23 22:23:50.156092, 255, 255, 117, 118, 141, 122
2016-05-23 22:23:50.172376, 255, 255, 117, 118, 141, 122
2016-05-23 22:23:50.188635, 255, 255, 117, 118, 141, 122
2016-05-23 22:23:50.205512, 255, 255, 117, 118, 141, 122
2016-05-23 22:23:50.221510, 255, 255, 117, 118, 141, 122
2016-05-23 22:23:50.237699, 255, 255, 117, 118, 141, 122
2016-05-23 22:23:50.254671, 255, 255, 117, 118, 141, 122
2016-05-23 22:23:50.274223, 255, 255, 100, 114, 141, 122
2016-05-23 22:23:50.287668, 247, 255, 100, 112, 141, 122
2016-05-23 22:23:50.303712, 247, 255, 100, 111, 141, 122
2016-05-23 22:23:50.325361, 247, 255, 96, 111, 141, 122
2016-05-23 22:23:50.336659, 247, 255, 88, 111, 141, 122
2016-05-23 22:23:50.356392, 247, 255, 85, 112, 141, 122
2016-05-23 22:23:50.373665, 247, 255, 85, 107, 141, 122
2016-05-23 22:23:50.389492, 247, 255, 90, 103, 141, 122
2016-05-23 22:23:50.405498, 247, 255, 97, 101, 141, 122
2016-05-23 22:23:50.422647, 247, 255, 102, 101, 141, 122
2016-05-23 22:23:50.439532, 247, 255, 115, 120, 141, 122
2016-05-23 22:23:50.456623, 247, 255, 115, 120, 141, 122
2016-05-23 22:23:50.471691, 247, 255, 115, 120, 143, 122
2016-05-23 22:23:50.487796, 247, 255, 115, 120, 144, 122
2016-05-23 22:23:50.505577, 255, 255, 115, 120, 146, 122
2016-05-23 22:23:50.520657, 255, 255, 115, 120, 146, 122
2016-05-23 22:23:50.536653, 255, 255, 115, 120, 146, 122
