2016-05-22 15:19:20.024032, 255, 255, 255, 115, 90, 255
2016-05-22 15:19:20.039405, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.056425, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.207239, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.224295, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.240335, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.256357, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.274021, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.289348, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.311969, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.328417, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.338536, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.359276, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.375472, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.392085, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.408117, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.425566, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.441391, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.457346, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.474411, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.495450, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.506687, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.523342, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.544022, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.557253, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.575941, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.592119, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.610016, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.626089, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.641113, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.658281, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.674320, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.691261, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.707420, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.725741, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.741705, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.757202, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.773577, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.791755, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.808971, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.827795, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.844419, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.859145, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.875168, 255, 255, 134, 123, 135, 132
2016-05-22 15:19:20.894524, 255, 255, 134, 123, 135, 132
